,ymd,pref,u_bukken_count,name
0,2018-10-01,1,91266,北海道
1,2018-10-03,1,91493,北海道
2,2018-10-05,1,91281,北海道
3,2018-10-09,1,91666,北海道
4,2018-10-12,1,91603,北海道
5,2018-10-16,1,92241,北海道
6,2018-10-19,1,91780,北海道
7,2018-10-23,1,91568,北海道
8,2018-10-26,1,92000,北海道
9,2018-10-30,1,92088,北海道
10,2018-10-31,1,91368,北海道
11,2018-11-01,1,92631,北海道
12,2018-11-02,1,92785,北海道
13,2018-11-03,1,92808,北海道
14,2018-11-04,1,92921,北海道
15,2018-11-05,1,92881,北海道
16,2018-11-06,1,92917,北海道
17,2018-11-07,1,92762,北海道
18,2018-11-08,1,92833,北海道
19,2018-11-09,1,93125,北海道
20,2018-11-10,1,93500,北海道
21,2018-11-11,1,93681,北海道
22,2018-11-12,1,93926,北海道
23,2018-11-13,1,93905,北海道
24,2018-11-14,1,93949,北海道
25,2018-11-15,1,94015,北海道
26,2018-11-16,1,93926,北海道
27,2018-11-17,1,94588,北海道
28,2018-11-18,1,94436,北海道
29,2018-11-19,1,94415,北海道
30,2018-11-20,1,94151,北海道
31,2018-11-21,1,93987,北海道
32,2018-11-22,1,93277,北海道
33,2018-11-23,1,93716,北海道
34,2018-11-24,1,93440,北海道
35,2018-11-25,1,93718,北海道
36,2018-11-26,1,92991,北海道
37,2018-11-27,1,91667,北海道
38,2018-11-28,1,91464,北海道
39,2018-11-29,1,91462,北海道
40,2018-11-30,1,90973,北海道
41,2018-12-01,1,92552,北海道
42,2018-12-02,1,92502,北海道
43,2018-12-03,1,92959,北海道
44,2018-12-04,1,93677,北海道
45,2018-12-05,1,93968,北海道
46,2018-12-06,1,93986,北海道
47,2018-12-07,1,94251,北海道
48,2018-12-08,1,94476,北海道
49,2018-12-09,1,94685,北海道
50,2018-12-10,1,94475,北海道
51,2018-12-11,1,93631,北海道
52,2018-12-12,1,94347,北海道
53,2018-12-13,1,94121,北海道
54,2018-12-14,1,95056,北海道
55,2018-12-15,1,96335,北海道
56,2018-12-16,1,95382,北海道
57,2018-12-17,1,91196,北海道
58,2018-12-18,1,91305,北海道
59,2018-12-19,1,95466,北海道
60,2018-12-20,1,94726,北海道
61,2018-12-21,1,93561,北海道
62,2018-12-22,1,94157,北海道
63,2018-12-23,1,95625,北海道
64,2018-12-24,1,95972,北海道
65,2018-12-25,1,95802,北海道
66,2018-12-26,1,95767,北海道
67,2018-12-27,1,96243,北海道
68,2018-12-28,1,96045,北海道
69,2018-12-29,1,95732,北海道
70,2018-12-30,1,95122,北海道
71,2018-12-31,1,94983,北海道
72,2019-01-01,1,95303,北海道
73,2019-01-02,1,94663,北海道
74,2019-01-03,1,92561,北海道
75,2019-01-04,1,92967,北海道
76,2019-01-05,1,92527,北海道
77,2019-01-06,1,92989,北海道
78,2019-01-07,1,92912,北海道
79,2019-01-08,1,93894,北海道
80,2019-01-09,1,94107,北海道
81,2019-01-10,1,93605,北海道
82,2019-01-11,1,94671,北海道
83,2019-01-12,1,95429,北海道
84,2019-01-13,1,95910,北海道
85,2019-01-14,1,96002,北海道
86,2019-01-15,1,95291,北海道
87,2019-01-16,1,94840,北海道
88,2019-01-17,1,93445,北海道
89,2019-01-18,1,93796,北海道
90,2019-01-19,1,93351,北海道
91,2019-01-20,1,92874,北海道
92,2019-01-21,1,92811,北海道
93,2019-01-22,1,92855,北海道
94,2019-01-23,1,92471,北海道
95,2019-01-24,1,92477,北海道
96,2019-01-25,1,92767,北海道
97,2019-01-26,1,92541,北海道
98,2019-01-27,1,91373,北海道
99,2019-01-28,1,91839,北海道
100,2019-01-29,1,92063,北海道
101,2019-01-30,1,91964,北海道
102,2019-01-31,1,91859,北海道
103,2019-02-01,1,93193,北海道
104,2019-02-02,1,94896,北海道
105,2019-02-03,1,95126,北海道
106,2019-02-04,1,95572,北海道
107,2019-02-05,1,94125,北海道
108,2019-02-06,1,95431,北海道
109,2019-02-07,1,92831,北海道
110,2019-02-08,1,94218,北海道
111,2019-02-09,1,94456,北海道
112,2019-02-10,1,93830,北海道
113,2019-02-11,1,94550,北海道
114,2019-02-12,1,94544,北海道
115,2019-02-13,1,93766,北海道
116,2019-02-14,1,94055,北海道
117,2019-02-15,1,93596,北海道
118,2019-02-16,1,92769,北海道
119,2019-02-17,1,93710,北海道
120,2019-02-18,1,94365,北海道
121,2019-02-19,1,94304,北海道
122,2019-02-20,1,93863,北海道
123,2019-02-21,1,94605,北海道
124,2019-02-22,1,94514,北海道
125,2019-02-23,1,93436,北海道
126,2019-02-24,1,93447,北海道
127,2019-02-25,1,93156,北海道
128,2019-02-26,1,92997,北海道
129,2019-02-27,1,92204,北海道
130,2019-02-28,1,91767,北海道
131,2019-03-01,1,94073,北海道
132,2019-03-02,1,94577,北海道
133,2019-03-03,1,94184,北海道
134,2019-03-04,1,94681,北海道
135,2019-03-05,1,94694,北海道
136,2019-03-06,1,94773,北海道
137,2019-03-07,1,94124,北海道
138,2019-03-08,1,94193,北海道
139,2019-03-09,1,93612,北海道
140,2019-03-10,1,94358,北海道
141,2019-03-11,1,93702,北海道
142,2019-03-12,1,92614,北海道
143,2019-03-13,1,92927,北海道
144,2019-03-14,1,93688,北海道
145,2019-03-15,1,93557,北海道
146,2019-03-16,1,93034,北海道
147,2019-03-17,1,93235,北海道
148,2019-03-18,1,92930,北海道
149,2019-03-19,1,92356,北海道
150,2019-03-20,1,92049,北海道
151,2019-03-21,1,92137,北海道
152,2019-03-22,1,91615,北海道
153,2019-03-23,1,90727,北海道
154,2019-03-24,1,91874,北海道
155,2019-03-25,1,91333,北海道
156,2019-03-26,1,91303,北海道
157,2019-03-27,1,90951,北海道
158,2019-03-28,1,90820,北海道
159,2019-03-29,1,90186,北海道
160,2019-03-30,1,90672,北海道
161,2019-03-31,1,90968,北海道
162,2019-04-01,1,91279,北海道
163,2019-04-02,1,91195,北海道
164,2019-04-03,1,90965,北海道
165,2019-04-04,1,90741,北海道
166,2019-04-05,1,88524,北海道
167,2019-04-06,1,90663,北海道
168,2019-04-07,1,91112,北海道
169,2019-04-08,1,90102,北海道
170,2019-04-09,1,89747,北海道
171,2019-04-10,1,89793,北海道
172,2019-04-11,1,90034,北海道
173,2019-04-12,1,89725,北海道
174,2019-04-13,1,88297,北海道
175,2019-04-14,1,89485,北海道
176,2019-04-15,1,89479,北海道
177,2019-04-16,1,88915,北海道
178,2019-04-17,1,89067,北海道
179,2019-04-18,1,89523,北海道
180,2019-04-19,1,88961,北海道
181,2019-04-20,1,88740,北海道
182,2019-04-21,1,88866,北海道
183,2019-04-22,1,89069,北海道
184,2019-04-23,1,88523,北海道
185,2019-04-24,1,88019,北海道
186,2019-04-25,1,87936,北海道
187,2019-04-26,1,88214,北海道
188,2019-04-27,1,88308,北海道
189,2019-04-28,1,86353,北海道
190,2019-04-29,1,88189,北海道
191,2019-04-30,1,87876,北海道
192,2019-05-01,1,89752,北海道
193,2019-05-02,1,89227,北海道
194,2019-05-03,1,89054,北海道
195,2019-05-04,1,88153,北海道
196,2019-05-05,1,87822,北海道
197,2019-05-06,1,88232,北海道
198,2019-05-07,1,87967,北海道
199,2019-05-08,1,87672,北海道
200,2019-05-09,1,88357,北海道
201,2019-05-10,1,89020,北海道
202,2019-05-11,1,89025,北海道
203,2019-05-12,1,89386,北海道
204,2019-05-13,1,89384,北海道
205,2019-05-14,1,89650,北海道
206,2019-05-15,1,88696,北海道
207,2019-05-16,1,88541,北海道
208,2019-05-17,1,88621,北海道
209,2019-05-18,1,87545,北海道
210,2019-05-19,1,87310,北海道
211,2019-05-20,1,88234,北海道
212,2019-05-21,1,89088,北海道
213,2019-05-22,1,88918,北海道
214,2019-05-23,1,87395,北海道
215,2019-05-24,1,86974,北海道
216,2019-05-25,1,85976,北海道
217,2019-05-26,1,87175,北海道
218,2019-05-27,1,87466,北海道
219,2019-05-28,1,86310,北海道
220,2019-05-29,1,86949,北海道
221,2019-05-30,1,82194,北海道
222,2019-05-31,1,80155,北海道
223,2019-06-01,1,87815,北海道
224,2019-06-02,1,88362,北海道
225,2019-06-03,1,88742,北海道
226,2019-06-04,1,88991,北海道
227,2019-06-05,1,89315,北海道
228,2019-06-06,1,88883,北海道
229,2019-06-07,1,81661,北海道
230,2019-06-08,1,85238,北海道
231,2019-06-09,1,89237,北海道
232,2019-06-10,1,88623,北海道
233,2019-06-11,1,88333,北海道
234,2019-06-12,1,88076,北海道
235,2019-06-13,1,87235,北海道
236,2019-06-14,1,87851,北海道
237,2019-06-15,1,88463,北海道
238,2019-06-16,1,88703,北海道
239,2019-06-17,1,84387,北海道
240,2019-06-18,1,85714,北海道
241,2019-06-19,1,87359,北海道
242,2019-06-20,1,87373,北海道
243,2019-06-21,1,87392,北海道
244,2019-06-22,1,86809,北海道
245,2019-06-23,1,87632,北海道
246,2019-06-24,1,87530,北海道
247,2019-06-25,1,87255,北海道
248,2019-06-26,1,87351,北海道
249,2019-06-27,1,85793,北海道
250,2019-06-28,1,85085,北海道
251,2019-06-29,1,85495,北海道
252,2019-06-30,1,86155,北海道
253,2019-07-01,1,88382,北海道
254,2019-07-02,1,88634,北海道
255,2019-07-03,1,90275,北海道
256,2019-07-04,1,89963,北海道
257,2019-07-05,1,90397,北海道
258,2019-07-06,1,90294,北海道
259,2019-07-07,1,90219,北海道
260,2019-07-08,1,90748,北海道
261,2019-07-09,1,90203,北海道
262,2019-07-10,1,89570,北海道
263,2019-07-11,1,87919,北海道
264,2019-07-12,1,87782,北海道
265,2019-07-13,1,87285,北海道
266,2019-07-14,1,85931,北海道
267,2019-07-15,1,84798,北海道
268,2019-07-16,1,84889,北海道
269,2019-07-17,1,84774,北海道
270,2019-07-18,1,84777,北海道
271,2019-07-19,1,85113,北海道
272,2019-07-20,1,84534,北海道
273,2019-07-21,1,85032,北海道
274,2019-07-22,1,85308,北海道
275,2019-07-23,1,84744,北海道
276,2019-07-24,1,83968,北海道
277,2019-07-25,1,83509,北海道
278,2019-07-26,1,86925,北海道
279,2019-07-27,1,86284,北海道
280,2019-07-28,1,86084,北海道
281,2019-07-29,1,85666,北海道
282,2019-07-30,1,84786,北海道
283,2019-07-31,1,84599,北海道
284,2019-08-01,1,86075,北海道
285,2019-08-02,1,85726,北海道
286,2019-08-03,1,86202,北海道
287,2019-08-04,1,86289,北海道
288,2019-08-05,1,86434,北海道
289,2019-08-06,1,86573,北海道
290,2019-08-07,1,86604,北海道
291,2019-08-08,1,86664,北海道
292,2019-08-09,1,85605,北海道
293,2019-08-10,1,86270,北海道
294,2019-08-11,1,86543,北海道
295,2019-08-12,1,86466,北海道
296,2019-08-13,1,85685,北海道
297,2019-08-14,1,85470,北海道
298,2019-08-15,1,85201,北海道
299,2019-08-16,1,85218,北海道
300,2019-08-17,1,85009,北海道
301,2019-08-18,1,85556,北海道
302,2019-08-19,1,84886,北海道
303,2019-08-20,1,83069,北海道
304,2019-08-21,1,83696,北海道
305,2019-08-22,1,82140,北海道
306,2019-08-23,1,82899,北海道
307,2019-08-24,1,82959,北海道
308,2019-08-25,1,82965,北海道
309,2019-08-26,1,82588,北海道
310,2019-08-27,1,82864,北海道
311,2019-08-28,1,82103,北海道
312,2019-08-29,1,81942,北海道
313,2019-08-30,1,82810,北海道
314,2019-08-31,1,82291,北海道
315,2019-09-01,1,84144,北海道
316,2019-09-02,1,84960,北海道
317,2019-09-03,1,84813,北海道
318,2019-09-04,1,84618,北海道
319,2019-09-05,1,84513,北海道
320,2019-09-06,1,84744,北海道
321,2019-09-07,1,83429,北海道
322,2019-09-08,1,83803,北海道
323,2019-09-09,1,83569,北海道
324,2019-09-10,1,83899,北海道
325,2019-09-11,1,84793,北海道
326,2019-09-12,1,84394,北海道
327,2019-09-13,1,84137,北海道
328,2019-09-14,1,83657,北海道
329,2019-09-15,1,84146,北海道
330,2019-09-16,1,83735,北海道
331,2019-09-17,1,83664,北海道
332,2019-09-18,1,82927,北海道
333,2019-09-19,1,82617,北海道
334,2019-09-20,1,82445,北海道
335,2019-09-21,1,81949,北海道
336,2019-09-22,1,82308,北海道
337,2019-09-23,1,82501,北海道
338,2019-09-24,1,81566,北海道
339,2019-09-25,1,81159,北海道
340,2019-09-26,1,80709,北海道
341,2019-09-27,1,80706,北海道
342,2019-09-28,1,80686,北海道
343,2019-09-29,1,80954,北海道
344,2019-09-30,1,80467,北海道
345,2019-10-01,1,79752,北海道
346,2019-10-02,1,81097,北海道
347,2019-10-03,1,81194,北海道
348,2019-10-04,1,80156,北海道
349,2019-10-05,1,76940,北海道
350,2019-10-06,1,76798,北海道
351,2019-10-07,1,77648,北海道
352,2019-10-08,1,77748,北海道
353,2019-10-09,1,77537,北海道
354,2019-10-10,1,76441,北海道
355,2019-10-11,1,77808,北海道
356,2019-10-12,1,78156,北海道
357,2019-10-13,1,78853,北海道
358,2019-10-14,1,78845,北海道
359,2019-10-15,1,78531,北海道
360,2019-10-16,1,78193,北海道
361,2019-10-17,1,77938,北海道
362,2019-10-18,1,77812,北海道
363,2019-10-19,1,77631,北海道
364,2019-10-20,1,78153,北海道
365,2019-10-21,1,78204,北海道
366,2019-10-22,1,78195,北海道
367,2019-10-23,1,77152,北海道
368,2019-10-24,1,77716,北海道
369,2019-10-25,1,78105,北海道
370,2019-10-26,1,77691,北海道
371,2019-10-27,1,77779,北海道
372,2019-10-28,1,78465,北海道
373,2019-10-29,1,78375,北海道
374,2019-10-30,1,77721,北海道
375,2019-10-31,1,78158,北海道
376,2019-11-01,1,77571,北海道
377,2019-11-02,1,77179,北海道
378,2019-11-03,1,78733,北海道
379,2019-11-04,1,79867,北海道
380,2019-11-05,1,80499,北海道
381,2019-11-06,1,77796,北海道
382,2019-11-07,1,80059,北海道
383,2019-11-08,1,80034,北海道
384,2019-11-09,1,79830,北海道
385,2019-11-10,1,80078,北海道
386,2019-11-11,1,80554,北海道
387,2019-11-12,1,80168,北海道
388,2019-11-13,1,79967,北海道
389,2019-11-14,1,79882,北海道
390,2019-11-15,1,80022,北海道
391,2019-11-16,1,79036,北海道
392,2019-11-17,1,79137,北海道
393,2019-11-18,1,79461,北海道
394,2019-11-19,1,79444,北海道
395,2019-11-20,1,79304,北海道
396,2019-11-21,1,79507,北海道
397,2019-11-22,1,79406,北海道
398,2019-11-23,1,79483,北海道
399,2019-11-24,1,79743,北海道
400,2019-11-25,1,79366,北海道
401,2019-11-26,1,79191,北海道
402,2019-11-27,1,79594,北海道
403,2019-11-28,1,79425,北海道
404,2019-11-29,1,76331,北海道
405,2019-11-30,1,76543,北海道
406,2019-12-01,1,77006,北海道
407,2019-12-02,1,77257,北海道
408,2019-12-03,1,77138,北海道
409,2019-12-04,1,77474,北海道
410,2019-12-05,1,77445,北海道
411,2019-12-06,1,77888,北海道
412,2019-12-07,1,77530,北海道
413,2019-12-08,1,78075,北海道
414,2019-12-09,1,77948,北海道
415,2019-12-10,1,76178,北海道
416,2019-12-11,1,77397,北海道
417,2019-12-12,1,76944,北海道
418,2019-12-13,1,78581,北海道
419,2019-12-14,1,78862,北海道
420,2019-12-15,1,79030,北海道
421,2019-12-16,1,78877,北海道
422,2019-12-17,1,78646,北海道
423,2019-12-18,1,79102,北海道
424,2019-12-19,1,79942,北海道
425,2019-12-20,1,80394,北海道
426,2019-12-21,1,78038,北海道
427,2019-12-22,1,78101,北海道
428,2019-12-23,1,75710,北海道
429,2019-12-24,1,74510,北海道
430,2019-12-25,1,74012,北海道
431,2019-12-26,1,73773,北海道
432,2019-12-27,1,74267,北海道
433,2019-12-28,1,76047,北海道
434,2019-12-29,1,76073,北海道
435,2019-12-30,1,75977,北海道
436,2019-12-31,1,75550,北海道
437,2020-01-01,1,77802,北海道
438,2020-01-02,1,77605,北海道
439,2020-01-03,1,75593,北海道
440,2020-01-04,1,76307,北海道
441,2020-01-05,1,77158,北海道
442,2020-01-06,1,78815,北海道
443,2020-01-07,1,79918,北海道
444,2020-01-08,1,80517,北海道
445,2020-01-09,1,80689,北海道
446,2020-01-10,1,80564,北海道
447,2020-01-11,1,80514,北海道
448,2020-01-12,1,80768,北海道
449,2020-01-13,1,80886,北海道
450,2020-01-14,1,79683,北海道
451,2020-01-15,1,80105,北海道
452,2020-01-16,1,79514,北海道
453,2020-01-17,1,79953,北海道
454,2020-01-18,1,79787,北海道
455,2020-01-19,1,79722,北海道
456,2020-01-20,1,78847,北海道
457,2020-01-21,1,78195,北海道
458,2020-01-22,1,78477,北海道
459,2020-01-23,1,77262,北海道
460,2020-01-24,1,77103,北海道
461,2020-01-25,1,76487,北海道
462,2020-01-26,1,76380,北海道
463,2020-01-27,1,76818,北海道
464,2020-01-28,1,76684,北海道
465,2020-01-29,1,73782,北海道
466,2020-01-30,1,73198,北海道
467,2020-01-31,1,73007,北海道
468,2020-02-01,1,78527,北海道
469,2020-02-02,1,79593,北海道
470,2020-02-03,1,80156,北海道
471,2020-02-04,1,79355,北海道
472,2020-02-05,1,79903,北海道
473,2020-02-06,1,79459,北海道
474,2020-02-07,1,79800,北海道
475,2020-02-08,1,79207,北海道
476,2020-02-09,1,79483,北海道
477,2020-02-10,1,78875,北海道
478,2020-02-11,1,78358,北海道
479,2020-02-12,1,78673,北海道
480,2020-02-13,1,78352,北海道
481,2020-02-14,1,78837,北海道
482,2020-02-15,1,79146,北海道
483,2020-02-16,1,79265,北海道
484,2020-02-17,1,78614,北海道
485,2020-02-18,1,77696,北海道
486,2020-02-19,1,77529,北海道
487,2020-02-20,1,76698,北海道
488,2020-02-21,1,77385,北海道
489,2020-02-22,1,77729,北海道
490,2020-02-23,1,77378,北海道
491,2020-02-24,1,77030,北海道
492,2020-02-25,1,75726,北海道
493,2020-02-26,1,75494,北海道
494,2020-02-27,1,75159,北海道
495,2020-02-28,1,74444,北海道
496,2020-02-29,1,73516,北海道
497,2020-03-01,1,77237,北海道
498,2020-03-02,1,77391,北海道
499,2020-03-03,1,76885,北海道
500,2020-03-04,1,77177,北海道
501,2020-03-05,1,77321,北海道
502,2020-03-06,1,77468,北海道
503,2020-03-07,1,77552,北海道
504,2020-03-08,1,76986,北海道
505,2020-03-09,1,76453,北海道
506,2020-03-10,1,75747,北海道
507,2020-03-11,1,75814,北海道
508,2020-03-12,1,74992,北海道
509,2020-03-13,1,74673,北海道
510,2020-03-14,1,73737,北海道
511,2020-03-15,1,73596,北海道
512,2020-03-16,1,73640,北海道
513,2020-03-17,1,72855,北海道
514,2020-03-18,1,72658,北海道
515,2020-03-19,1,73248,北海道
516,2020-03-20,1,73326,北海道
517,2020-03-21,1,73317,北海道
518,2020-03-22,1,72674,北海道
519,2020-03-23,1,72770,北海道
520,2020-03-24,1,71685,北海道
521,2020-03-25,1,71298,北海道
522,2020-03-26,1,71340,北海道
523,2020-03-27,1,70472,北海道
524,2020-03-28,1,69514,北海道
525,2020-03-29,1,70219,北海道
526,2020-03-30,1,69883,北海道
527,2020-03-31,1,68737,北海道
528,2020-04-01,1,74217,北海道
529,2020-04-02,1,74484,北海道
530,2020-04-03,1,74653,北海道
531,2020-04-04,1,74597,北海道
532,2020-04-05,1,74354,北海道
533,2020-04-06,1,74612,北海道
534,2020-04-07,1,74661,北海道
535,2020-04-08,1,73615,北海道
536,2020-04-09,1,73929,北海道
537,2020-04-10,1,74148,北海道
538,2020-04-11,1,74142,北海道
539,2020-04-12,1,74404,北海道
540,2020-04-13,1,74264,北海道
541,2020-04-14,1,75093,北海道
542,2020-04-15,1,75251,北海道
543,2020-04-16,1,75319,北海道
544,2020-04-17,1,74404,北海道
545,2020-04-18,1,74954,北海道
546,2020-04-19,1,67711,北海道
547,2020-04-20,1,58872,北海道
548,2020-04-21,1,54248,北海道
549,2020-04-22,1,53833,北海道
550,2020-04-23,1,53137,北海道
551,2020-04-24,1,53028,北海道
552,2020-04-25,1,52496,北海道
553,2020-04-26,1,52279,北海道
554,2020-04-27,1,52478,北海道
555,2020-04-28,1,52179,北海道
556,2020-04-29,1,52252,北海道
557,2020-04-30,1,51579,北海道
558,2020-05-01,1,51879,北海道
559,2020-05-02,1,51555,北海道
560,2020-05-03,1,51807,北海道
561,2020-05-04,1,51937,北海道
562,2020-05-05,1,51567,北海道
563,2020-05-06,1,51330,北海道
564,2020-05-07,1,52874,北海道
565,2020-05-08,1,53349,北海道
566,2020-05-09,1,53313,北海道
567,2020-05-10,1,53622,北海道
568,2020-05-11,1,54271,北海道
569,2020-05-12,1,56704,北海道
570,2020-05-13,1,57835,北海道
571,2020-05-14,1,57238,北海道
572,2020-05-15,1,57062,北海道
573,2020-05-16,1,56444,北海道
574,2020-05-17,1,56692,北海道
575,2020-05-18,1,56652,北海道
576,2020-05-19,1,53828,北海道
577,2020-05-20,1,54720,北海道
578,2020-05-21,1,54366,北海道
579,2020-05-22,1,53119,北海道
580,2020-05-23,1,51849,北海道
581,2020-05-24,1,48845,北海道
582,2020-05-25,1,48518,北海道
583,2020-05-26,1,49496,北海道
584,2020-05-27,1,50368,北海道
585,2020-05-28,1,50532,北海道
586,2020-05-29,1,47496,北海道
587,2020-05-30,1,47485,北海道
588,2020-05-31,1,47559,北海道
589,2020-06-01,1,58318,北海道
590,2020-06-02,1,58388,北海道
591,2020-06-03,1,58840,北海道
592,2020-06-04,1,59041,北海道
593,2020-06-05,1,59281,北海道
594,2020-06-06,1,59423,北海道
595,2020-06-07,1,59836,北海道
596,2018-10-01,2,3773,青森県
597,2018-10-03,2,3896,青森県
598,2018-10-05,2,3913,青森県
599,2018-10-09,2,3793,青森県
600,2018-10-12,2,3837,青森県
601,2018-10-16,2,3885,青森県
602,2018-10-19,2,3908,青森県
603,2018-10-23,2,3689,青森県
604,2018-10-26,2,3687,青森県
605,2018-10-30,2,3701,青森県
606,2018-10-31,2,3671,青森県
607,2018-11-01,2,3902,青森県
608,2018-11-02,2,3923,青森県
609,2018-11-03,2,3949,青森県
610,2018-11-04,2,4056,青森県
611,2018-11-05,2,4056,青森県
612,2018-11-06,2,4031,青森県
613,2018-11-07,2,4053,青森県
614,2018-11-08,2,4048,青森県
615,2018-11-09,2,4109,青森県
616,2018-11-10,2,4106,青森県
617,2018-11-11,2,4102,青森県
618,2018-11-12,2,3968,青森県
619,2018-11-13,2,3992,青森県
620,2018-11-14,2,3969,青森県
621,2018-11-15,2,3963,青森県
622,2018-11-16,2,3859,青森県
623,2018-11-17,2,3804,青森県
624,2018-11-18,2,3810,青森県
625,2018-11-19,2,3780,青森県
626,2018-11-20,2,3787,青森県
627,2018-11-21,2,3795,青森県
628,2018-11-22,2,3750,青森県
629,2018-11-23,2,3745,青森県
630,2018-11-24,2,3742,青森県
631,2018-11-25,2,3623,青森県
632,2018-11-26,2,3607,青森県
633,2018-11-27,2,3596,青森県
634,2018-11-28,2,3596,青森県
635,2018-11-29,2,3598,青森県
636,2018-11-30,2,3623,青森県
637,2018-12-01,2,4044,青森県
638,2018-12-02,2,4074,青森県
639,2018-12-03,2,4110,青森県
640,2018-12-04,2,3957,青森県
641,2018-12-05,2,3962,青森県
642,2018-12-06,2,3936,青森県
643,2018-12-07,2,3926,青森県
644,2018-12-08,2,3961,青森県
645,2018-12-09,2,3733,青森県
646,2018-12-10,2,3785,青森県
647,2018-12-11,2,3774,青森県
648,2018-12-12,2,3781,青森県
649,2018-12-13,2,3829,青森県
650,2018-12-14,2,3831,青森県
651,2018-12-15,2,3849,青森県
652,2018-12-16,2,3942,青森県
653,2018-12-17,2,4015,青森県
654,2018-12-18,2,3900,青森県
655,2018-12-19,2,3889,青森県
656,2018-12-20,2,3890,青森県
657,2018-12-21,2,3902,青森県
658,2018-12-22,2,3748,青森県
659,2018-12-23,2,3747,青森県
660,2018-12-24,2,3733,青森県
661,2018-12-25,2,3727,青森県
662,2018-12-26,2,3725,青森県
663,2018-12-27,2,3709,青森県
664,2018-12-28,2,3717,青森県
665,2018-12-29,2,3680,青森県
666,2018-12-30,2,3699,青森県
667,2018-12-31,2,3697,青森県
668,2019-01-01,2,3524,青森県
669,2019-01-02,2,3528,青森県
670,2019-01-03,2,3520,青森県
671,2019-01-04,2,3515,青森県
672,2019-01-05,2,3201,青森県
673,2019-01-06,2,3694,青森県
674,2019-01-07,2,3672,青森県
675,2019-01-08,2,3636,青森県
676,2019-01-09,2,3626,青森県
677,2019-01-10,2,3473,青森県
678,2019-01-11,2,3459,青森県
679,2019-01-12,2,3485,青森県
680,2019-01-13,2,3449,青森県
681,2019-01-14,2,3310,青森県
682,2019-01-15,2,3262,青森県
683,2019-01-16,2,3243,青森県
684,2019-01-17,2,3219,青森県
685,2019-01-18,2,3221,青森県
686,2019-01-19,2,3218,青森県
687,2019-01-20,2,3347,青森県
688,2019-01-21,2,3311,青森県
689,2019-01-22,2,3310,青森県
690,2019-01-23,2,3300,青森県
691,2019-01-24,2,3331,青森県
692,2019-01-25,2,3171,青森県
693,2019-01-26,2,3171,青森県
694,2019-01-27,2,3436,青森県
695,2019-01-28,2,3453,青森県
696,2019-01-29,2,3465,青森県
697,2019-01-30,2,3277,青森県
698,2019-01-31,2,3250,青森県
699,2019-02-01,2,3450,青森県
700,2019-02-02,2,3467,青森県
701,2019-02-03,2,3486,青森県
702,2019-02-04,2,3328,青森県
703,2019-02-05,2,3340,青森県
704,2019-02-06,2,3484,青森県
705,2019-02-07,2,3489,青森県
706,2019-02-08,2,3540,青森県
707,2019-02-09,2,3543,青森県
708,2019-02-10,2,3446,青森県
709,2019-02-11,2,3446,青森県
710,2019-02-12,2,3387,青森県
711,2019-02-13,2,3057,青森県
712,2019-02-14,2,3401,青森県
713,2019-02-15,2,3401,青森県
714,2019-02-16,2,3397,青森県
715,2019-02-17,2,3419,青森県
716,2019-02-18,2,3412,青森県
717,2019-02-19,2,3400,青森県
718,2019-02-20,2,3411,青森県
719,2019-02-21,2,3104,青森県
720,2019-02-22,2,3430,青森県
721,2019-02-23,2,3380,青森県
722,2019-02-24,2,3379,青森県
723,2019-02-25,2,3119,青森県
724,2019-02-26,2,3081,青森県
725,2019-02-27,2,2942,青森県
726,2019-02-28,2,2943,青森県
727,2019-03-01,2,3349,青森県
728,2019-03-02,2,3366,青森県
729,2019-03-03,2,3323,青森県
730,2019-03-04,2,3171,青森県
731,2019-03-05,2,3070,青森県
732,2019-03-06,2,3059,青森県
733,2019-03-07,2,3090,青森県
734,2019-03-08,2,3101,青森県
735,2019-03-09,2,3088,青森県
736,2019-03-10,2,3086,青森県
737,2019-03-11,2,3064,青森県
738,2019-03-12,2,3033,青森県
739,2019-03-13,2,2967,青森県
740,2019-03-14,2,2977,青森県
741,2019-03-15,2,2911,青森県
742,2019-03-16,2,2721,青森県
743,2019-03-17,2,2555,青森県
744,2019-03-18,2,2555,青森県
745,2019-03-19,2,2464,青森県
746,2019-03-20,2,2619,青森県
747,2019-03-21,2,2623,青森県
748,2019-03-22,2,2788,青森県
749,2019-03-23,2,2580,青森県
750,2019-03-24,2,2573,青森県
751,2019-03-25,2,2614,青森県
752,2019-03-26,2,2610,青森県
753,2019-03-27,2,2171,青森県
754,2019-03-28,2,2187,青森県
755,2019-03-29,2,1998,青森県
756,2019-03-30,2,2008,青森県
757,2019-03-31,2,1904,青森県
758,2019-04-01,2,2786,青森県
759,2019-04-02,2,2889,青森県
760,2019-04-03,2,2844,青森県
761,2019-04-04,2,2877,青森県
762,2019-04-05,2,2724,青森県
763,2019-04-06,2,2984,青森県
764,2019-04-07,2,2998,青森県
765,2019-04-08,2,2826,青森県
766,2019-04-09,2,3082,青森県
767,2019-04-10,2,3072,青森県
768,2019-04-11,2,3088,青森県
769,2019-04-12,2,3130,青森県
770,2019-04-13,2,3082,青森県
771,2019-04-14,2,3028,青森県
772,2019-04-15,2,3039,青森県
773,2019-04-16,2,2733,青森県
774,2019-04-17,2,2763,青森県
775,2019-04-18,2,3000,青森県
